Embalaje,Ancho,Largo,Alto,Procedencia,Manipulacion,Temperatura,Protocolo
1,93,51,75,10,1,1,1
2,27,63,20,40,2,2,2
1,83,8,91,10,1,1,1
1,97,100,72,10,1,1,1
1,40,29,93,30,1,2,1
2,7,68,97,20,2,1,2
1,80,46,94,10,1,1,1
2,74,31,93,40,2,2,2
2,10,9,54,20,2,1,2
2,31,59,85,40,2,2,2
1,88,34,98,10,1,1,1
2,85,94,53,20,2,1,2
1,13,16,88,10,1,1,1
1,45,88,81,30,1,2,1
1,51,20,31,10,1,1,1
1,9,73,98,30,1,2,1
1,81,13,30,10,1,1,1
2,61,67,18,40,2,2,2
2,96,76,78,40,2,2,2
2,89,46,27,40,2,2,2
1,5,69,76,10,1,1,1
2,83,84,8,40,2,2,2
1,75,76,83,30,1,2,1
1,8,82,53,30,1,2,1
2,96,16,92,20,2,1,2
2,74,40,38,40,2,2,2
1,22,6,87,30,1,2,1
2,10,31,94,20,2,1,2
2,85,68,73,40,2,2,2
1,40,50,27,10,1,1,1
1,71,69,98,30,1,2,1
2,40,61,44,20,2,1,2
2,53,17,14,40,2,2,2
2,73,74,16,40,2,2,2
2,80,66,70,40,2,2,2
1,90,64,66,30,1,2,1
2,25,88,93,20,2,1,2
1,30,30,71,10,1,1,1
1,49,21,67,10,1,1,1
2,84,79,69,20,2,1,2
1,16,23,38,10,1,1,1
1,76,100,66,30,1,2,1
2,71,29,85,20,2,1,2
1,92,74,13,30,1,2,1
1,38,87,60,10,1,1,1
2,17,12,68,20,2,1,2
1,38,35,83,10,1,1,1
2,68,94,73,20,2,1,2
2,70,84,36,20,2,1,2
2,74,8,66,20,2,1,2
1,36,16,11,30,1,2,1
1,75,92,74,10,1,1,1
1,49,94,91,10,1,1,1
1,77,16,29,10,1,1,1
1,27,37,60,10,1,1,1
2,95,57,88,40,2,2,2
2,81,60,39,40,2,2,2
2,20,98,66,20,2,1,2
1,60,42,96,10,1,1,1
1,7,85,45,30,1,2,1
1,74,43,71,30,1,2,1
2,75,74,54,40,2,2,2
1,98,43,94,30,1,2,1
1,45,58,69,10,1,1,1
1,46,5,97,30,1,2,1
2,98,60,95,20,2,1,2
2,32,38,22,40,2,2,2
2,30,43,14,40,2,2,2
2,88,97,96,40,2,2,2
2,56,16,62,40,2,2,2
2,38,20,28,40,2,2,2
2,82,48,99,40,2,2,2
2,48,36,42,40,2,2,2
2,41,88,37,40,2,2,2
2,64,78,80,40,2,2,2
2,84,75,11,40,2,2,2
2,70,43,51,40,2,2,2
2,8,27,56,40,2,2,2
1,89,13,9,30,1,2,1
1,67,27,19,30,1,2,1
1,91,6,29,10,1,1,1
2,22,100,99,40,2,2,2
1,24,17,19,30,1,2,1
2,91,24,97,40,2,2,2
2,84,85,87,20,2,1,2
1,81,74,41,10,1,1,1
2,41,41,92,40,2,2,2
1,30,7,51,30,1,2,1
2,78,15,9,40,2,2,2
2,10,51,43,40,2,2,2
1,100,12,55,10,1,1,1
1,42,8,82,30,1,2,1
1,36,90,77,30,1,2,1
1,67,67,62,30,1,2,1
1,11,18,72,10,1,1,1
1,17,11,55,30,1,2,1
1,23,34,79,10,1,1,1
1,48,67,92,30,1,2,1
1,27,17,20,30,1,2,1
1,31,72,42,10,1,1,1
2,68,74,6,20,2,1,2
1,59,10,56,10,1,1,1
2,30,98,28,20,2,1,2
2,11,47,50,40,2,2,2
2,42,38,28,40,2,2,2
2,91,67,90,40,2,2,2
2,24,6,41,40,2,2,2
2,73,69,7,20,2,1,2
1,65,23,9,30,1,2,1
2,97,34,86,20,2,1,2
1,34,51,59,10,1,1,1
1,95,50,75,10,1,1,1
2,45,36,47,40,2,2,2
1,33,54,96,30,1,2,1
2,54,62,40,20,2,1,2
1,17,82,37,30,1,2,1
1,32,48,79,30,1,2,1
1,40,35,92,30,1,2,1
1,45,53,62,10,1,1,1
1,25,82,40,10,1,1,1
2,11,58,59,20,2,1,2
2,50,18,87,20,2,1,2
1,16,69,27,30,1,2,1
1,52,94,90,30,1,2,1
2,79,39,75,40,2,2,2
2,66,61,5,40,2,2,2
2,98,66,96,40,2,2,2
2,37,93,36,20,2,1,2
2,91,27,94,40,2,2,2
2,98,22,82,20,2,1,2
2,51,19,14,40,2,2,2
1,50,77,89,30,1,2,1
1,31,71,31,10,1,1,1
2,52,12,73,20,2,1,2
1,100,21,71,30,1,2,1
2,62,16,22,40,2,2,2
1,66,79,56,30,1,2,1
1,93,67,20,30,1,2,1
2,94,15,5,40,2,2,2
1,72,87,62,10,1,1,1
1,60,30,5,10,1,1,1
2,43,11,93,40,2,2,2
2,94,67,41,20,2,1,2
2,81,38,66,20,2,1,2
1,91,39,33,30,1,2,1
1,32,90,9,30,1,2,1
1,44,18,21,30,1,2,1
2,86,88,59,20,2,1,2
2,79,90,71,40,2,2,2
1,91,61,97,30,1,2,1
1,13,62,55,30,1,2,1
1,70,85,82,10,1,1,1
1,24,62,61,30,1,2,1
1,39,70,10,10,1,1,1
1,28,13,48,10,1,1,1
2,22,50,34,20,2,1,2
2,25,58,77,20,2,1,2
2,67,52,75,20,2,1,2
2,77,18,63,20,2,1,2
1,74,62,73,30,1,2,1
2,52,71,8,40,2,2,2
2,66,88,17,20,2,1,2
1,55,45,55,30,1,2,1
1,48,62,89,10,1,1,1
1,60,38,84,10,1,1,1
1,35,66,12,10,1,1,1
1,21,70,23,10,1,1,1
1,27,96,46,10,1,1,1
2,80,47,91,20,2,1,2
1,69,12,59,30,1,2,1
2,83,83,82,40,2,2,2
1,94,42,34,30,1,2,1
2,96,39,47,20,2,1,2
1,51,81,57,10,1,1,1
1,49,85,87,10,1,1,1
2,83,95,95,20,2,1,2
2,28,17,37,40,2,2,2
2,91,33,63,20,2,1,2
1,9,29,54,30,1,2,1
1,83,19,76,30,1,2,1
1,30,46,75,30,1,2,1
1,100,29,44,10,1,1,1
2,27,85,11,40,2,2,2
1,57,87,67,10,1,1,1
2,35,70,70,40,2,2,2
2,11,53,27,20,2,1,2
1,91,38,30,30,1,2,1
2,68,63,76,40,2,2,2
2,35,47,36,40,2,2,2
1,46,9,83,30,1,2,1
2,9,31,47,40,2,2,2
2,93,63,21,40,2,2,2
1,40,83,38,30,1,2,1
1,81,55,26,10,1,1,1
2,31,74,63,40,2,2,2
2,88,80,85,40,2,2,2
2,42,96,33,40,2,2,2
2,26,67,42,20,2,1,2
2,15,67,14,20,2,1,2
1,14,94,100,10,1,1,1
2,31,35,64,40,2,2,2
2,93,61,77,20,2,1,2
1,48,10,5,30,1,2,1
2,45,5,38,40,2,2,2
1,19,16,9,10,1,1,1
2,90,46,76,40,2,2,2
1,86,46,23,30,1,2,1
1,68,69,58,30,1,2,1
2,16,52,77,20,2,1,2
2,15,81,43,20,2,1,2
1,89,15,49,30,1,2,1
1,33,5,18,30,1,2,1
1,14,15,98,10,1,1,1
2,95,81,53,20,2,1,2
2,93,54,91,20,2,1,2
2,42,59,24,40,2,2,2
1,23,89,15,10,1,1,1
2,72,55,99,20,2,1,2
2,62,99,61,40,2,2,2
2,29,96,18,40,2,2,2
2,77,23,71,40,2,2,2
2,56,69,50,40,2,2,2
1,63,79,88,30,1,2,1
1,84,30,5,30,1,2,1
1,21,31,56,10,1,1,1
2,96,91,93,20,2,1,2
1,6,62,69,30,1,2,1
2,11,18,48,40,2,2,2
1,12,66,45,10,1,1,1
2,58,87,14,40,2,2,2
2,87,95,99,40,2,2,2
1,44,45,83,30,1,2,1
1,22,85,51,10,1,1,1
2,88,23,63,20,2,1,2
1,75,97,59,30,1,2,1
1,29,35,16,10,1,1,1
2,47,32,51,20,2,1,2
1,52,65,67,30,1,2,1
1,20,90,63,30,1,2,1
2,85,30,30,20,2,1,2
2,93,37,93,40,2,2,2
1,30,78,67,30,1,2,1
1,56,33,9,30,1,2,1
1,70,50,19,10,1,1,1
1,13,33,12,30,1,2,1
2,42,7,69,20,2,1,2
2,66,56,49,20,2,1,2
2,75,24,6,40,2,2,2
1,83,14,23,10,1,1,1
1,53,35,12,30,1,2,1
2,33,53,59,20,2,1,2
1,7,16,34,10,1,1,1
1,40,53,16,10,1,1,1
1,19,65,68,30,1,2,1
1,71,22,27,10,1,1,1
2,96,61,35,20,2,1,2
2,9,39,32,20,2,1,2
2,65,65,68,20,2,1,2
1,14,93,67,10,1,1,1
2,96,93,68,40,2,2,2
1,54,24,8,30,1,2,1
1,95,15,47,10,1,1,1
2,6,59,55,20,2,1,2
1,96,26,85,10,1,1,1
2,10,21,16,40,2,2,2
1,17,81,38,30,1,2,1
2,86,16,56,20,2,1,2
1,29,52,21,30,1,2,1
2,46,23,24,40,2,2,2
2,43,13,53,20,2,1,2
1,36,92,61,30,1,2,1
2,62,94,92,40,2,2,2
2,51,66,78,40,2,2,2
2,28,90,58,40,2,2,2
1,77,70,58,30,1,2,1
2,63,86,85,40,2,2,2
1,14,51,8,30,1,2,1
1,36,50,66,30,1,2,1
1,86,64,59,10,1,1,1
1,8,55,63,30,1,2,1
1,32,11,62,30,1,2,1
2,99,92,42,20,2,1,2
2,63,26,30,20,2,1,2
2,41,82,25,20,2,1,2
1,95,7,72,30,1,2,1
1,8,6,80,10,1,1,1
1,39,29,25,30,1,2,1
2,93,31,25,40,2,2,2
2,14,89,20,40,2,2,2
2,27,34,13,20,2,1,2
1,11,78,41,10,1,1,1
2,43,19,5,20,2,1,2
1,37,25,5,30,1,2,1
1,19,70,16,10,1,1,1
1,35,91,16,30,1,2,1
1,25,92,85,10,1,1,1
2,47,85,54,20,2,1,2
1,68,58,45,10,1,1,1
2,21,53,32,40,2,2,2
1,87,95,64,30,1,2,1
2,5,44,29,40,2,2,2
2,21,80,98,20,2,1,2
2,20,33,20,40,2,2,2
2,83,56,17,40,2,2,2
2,42,91,19,40,2,2,2
2,43,52,28,20,2,1,2
1,26,65,71,10,1,1,1
1,51,41,49,30,1,2,1
2,53,81,49,20,2,1,2
1,63,7,84,30,1,2,1
2,24,87,37,20,2,1,2
1,38,59,60,30,1,2,1
1,40,30,39,30,1,2,1
2,89,57,20,40,2,2,2
2,50,16,46,40,2,2,2
1,42,95,51,30,1,2,1
2,94,99,49,20,2,1,2
2,29,19,50,40,2,2,2
2,21,67,5,20,2,1,2
2,11,39,63,40,2,2,2
2,59,24,5,40,2,2,2
2,45,89,11,40,2,2,2
2,31,100,83,20,2,1,2
1,80,30,40,10,1,1,1
2,92,20,42,40,2,2,2
2,22,59,58,40,2,2,2
1,29,16,24,30,1,2,1
2,99,6,56,40,2,2,2
2,26,19,58,20,2,1,2
2,40,65,56,20,2,1,2
2,28,59,62,40,2,2,2
1,34,91,58,10,1,1,1
1,67,29,71,10,1,1,1
2,83,67,33,40,2,2,2
2,93,24,89,40,2,2,2
1,75,86,56,10,1,1,1
2,100,81,53,40,2,2,2
2,30,25,27,20,2,1,2
2,72,40,79,20,2,1,2
2,55,18,12,40,2,2,2
1,41,73,36,30,1,2,1
1,22,76,82,30,1,2,1
1,6,28,66,10,1,1,1
2,36,59,22,40,2,2,2
1,14,74,70,30,1,2,1
1,65,59,76,10,1,1,1
1,88,7,62,30,1,2,1
1,59,64,48,10,1,1,1
2,20,69,17,20,2,1,2
2,83,25,49,40,2,2,2
2,32,53,34,20,2,1,2
2,73,60,63,40,2,2,2
2,67,35,79,40,2,2,2
2,81,63,14,40,2,2,2
2,100,12,13,20,2,1,2
2,62,38,72,20,2,1,2
2,9,53,37,20,2,1,2
2,52,21,58,40,2,2,2
1,59,97,69,30,1,2,1
2,26,45,51,20,2,1,2
2,40,96,77,20,2,1,2
2,26,91,25,20,2,1,2
2,75,70,56,40,2,2,2
1,14,73,30,10,1,1,1
2,21,58,10,40,2,2,2
2,14,88,28,40,2,2,2
2,34,29,89,40,2,2,2
1,11,75,31,30,1,2,1
2,59,62,49,20,2,1,2
1,44,12,94,10,1,1,1
2,64,31,68,40,2,2,2
1,39,46,15,10,1,1,1
1,18,47,98,10,1,1,1
2,38,18,45,40,2,2,2
2,13,69,33,40,2,2,2
2,63,87,63,20,2,1,2
2,60,31,28,20,2,1,2
1,86,36,22,10,1,1,1
1,41,15,91,30,1,2,1
1,100,25,49,30,1,2,1
2,58,93,96,40,2,2,2
2,53,8,74,20,2,1,2
1,18,76,93,30,1,2,1
2,35,6,71,40,2,2,2
2,48,73,7,40,2,2,2
2,30,32,79,40,2,2,2
2,7,46,32,40,2,2,2
2,64,17,47,20,2,1,2
1,16,21,54,10,1,1,1
2,99,7,95,20,2,1,2
1,86,17,94,10,1,1,1
2,13,49,94,20,2,1,2
1,19,67,54,30,1,2,1
1,67,22,41,10,1,1,1
1,56,32,23,30,1,2,1
1,46,10,100,10,1,1,1
2,52,78,97,40,2,2,2
1,21,59,80,10,1,1,1
2,42,90,49,40,2,2,2
2,16,88,30,40,2,2,2
1,98,79,51,30,1,2,1
2,34,98,7,20,2,1,2
1,60,7,37,10,1,1,1
2,10,28,80,40,2,2,2
1,17,50,63,10,1,1,1
1,16,100,37,10,1,1,1
1,42,26,24,30,1,2,1
2,73,50,17,20,2,1,2
2,94,6,71,20,2,1,2
1,41,62,98,10,1,1,1
1,72,53,20,30,1,2,1
1,44,76,34,30,1,2,1
2,34,35,94,40,2,2,2
2,83,11,56,20,2,1,2
1,93,19,47,30,1,2,1
2,75,54,84,20,2,1,2
2,49,37,80,40,2,2,2
1,8,98,56,10,1,1,1
1,84,62,49,10,1,1,1
1,73,73,90,10,1,1,1
1,50,15,98,30,1,2,1
2,53,17,81,40,2,2,2
1,43,40,59,10,1,1,1
2,50,73,28,20,2,1,2
2,98,22,51,40,2,2,2
1,47,98,35,30,1,2,1
2,100,75,15,20,2,1,2
1,86,61,32,30,1,2,1
1,42,45,40,10,1,1,1
2,50,46,76,40,2,2,2
1,80,59,97,30,1,2,1
1,88,30,44,30,1,2,1
2,78,32,28,20,2,1,2
2,30,58,82,40,2,2,2
2,92,100,15,20,2,1,2
1,60,59,76,10,1,1,1
1,71,43,19,30,1,2,1
2,31,34,32,40,2,2,2
2,17,32,21,20,2,1,2
2,93,75,65,40,2,2,2
2,7,99,75,40,2,2,2
1,82,96,45,30,1,2,1
2,38,37,37,40,2,2,2
2,36,53,37,40,2,2,2
2,5,23,59,40,2,2,2
2,98,99,85,40,2,2,2
1,21,62,69,30,1,2,1
2,15,59,11,20,2,1,2
1,32,40,85,10,1,1,1
1,38,52,66,30,1,2,1
2,38,56,100,20,2,1,2
1,28,25,78,30,1,2,1
2,58,54,40,20,2,1,2
1,63,18,37,10,1,1,1
1,48,9,64,10,1,1,1
2,17,93,27,20,2,1,2
1,73,34,91,10,1,1,1
1,51,24,95,30,1,2,1
1,64,33,89,10,1,1,1
2,52,61,48,40,2,2,2
2,23,92,96,40,2,2,2
1,54,94,81,10,1,1,1
1,52,96,57,30,1,2,1
2,86,32,92,40,2,2,2
1,5,51,84,10,1,1,1
2,40,38,30,20,2,1,2
2,39,76,45,20,2,1,2
1,5,33,71,30,1,2,1
2,43,54,64,20,2,1,2
1,53,8,83,10,1,1,1
1,7,96,62,10,1,1,1
2,54,71,93,20,2,1,2
1,14,80,25,30,1,2,1
1,91,18,42,30,1,2,1
1,56,42,29,10,1,1,1
1,50,71,72,30,1,2,1
1,85,98,56,10,1,1,1
2,10,57,55,40,2,2,2
1,65,73,26,10,1,1,1
1,60,100,60,30,1,2,1
1,90,73,54,10,1,1,1
1,36,72,32,10,1,1,1
1,78,70,91,10,1,1,1
1,22,58,77,10,1,1,1
1,41,17,74,30,1,2,1
1,6,22,76,10,1,1,1
1,34,50,99,10,1,1,1
2,82,11,57,40,2,2,2
1,76,12,50,10,1,1,1
2,38,80,69,40,2,2,2
1,43,61,64,10,1,1,1
1,11,60,52,30,1,2,1
1,40,25,33,10,1,1,1
1,60,5,11,30,1,2,1
2,90,62,44,20,2,1,2
1,98,54,12,30,1,2,1
2,7,17,10,20,2,1,2
2,24,85,59,40,2,2,2
1,36,36,13,30,1,2,1
2,92,97,26,40,2,2,2
2,81,94,66,40,2,2,2
1,50,35,21,30,1,2,1
2,86,27,6,40,2,2,2
1,50,81,76,30,1,2,1
1,35,95,24,10,1,1,1
1,65,75,42,10,1,1,1
2,25,95,42,40,2,2,2
1,29,73,94,30,1,2,1
2,6,36,21,40,2,2,2
1,11,9,40,30,1,2,1
1,95,77,5,30,1,2,1
1,84,62,41,30,1,2,1
2,53,57,31,40,2,2,2
1,61,36,86,30,1,2,1
1,60,37,10,30,1,2,1
2,66,66,49,40,2,2,2
2,86,41,28,20,2,1,2
1,36,74,55,30,1,2,1
2,21,62,41,40,2,2,2
2,6,85,35,40,2,2,2
2,89,85,62,20,2,1,2
1,35,64,88,10,1,1,1
1,58,54,20,30,1,2,1
1,83,25,62,30,1,2,1
2,38,40,9,40,2,2,2
2,55,68,13,40,2,2,2
2,51,56,91,40,2,2,2
1,47,73,69,10,1,1,1
2,42,92,86,40,2,2,2
1,72,100,9,30,1,2,1
1,58,81,67,30,1,2,1
1,97,7,15,10,1,1,1
2,82,70,44,20,2,1,2
2,46,75,64,40,2,2,2
1,75,100,26,30,1,2,1
2,71,87,49,20,2,1,2
1,7,82,18,10,1,1,1
2,95,21,51,40,2,2,2
1,70,82,63,10,1,1,1
2,23,45,86,20,2,1,2
2,94,10,53,20,2,1,2
2,33,32,79,20,2,1,2
2,68,40,85,20,2,1,2
1,79,89,98,30,1,2,1
1,23,36,72,10,1,1,1
2,11,56,90,20,2,1,2
1,79,37,68,30,1,2,1
1,12,79,28,30,1,2,1
2,69,22,5,20,2,1,2
1,76,84,39,10,1,1,1
2,36,19,69,40,2,2,2
2,70,25,59,20,2,1,2
2,39,92,40,40,2,2,2
1,14,70,54,30,1,2,1
2,56,61,28,20,2,1,2
1,40,16,73,30,1,2,1
2,92,99,54,20,2,1,2
2,100,15,74,20,2,1,2
1,41,43,44,30,1,2,1
2,61,93,60,20,2,1,2
1,51,27,90,10,1,1,1
1,28,41,68,10,1,1,1
2,61,23,38,20,2,1,2
2,29,44,66,20,2,1,2
1,6,53,64,10,1,1,1
2,18,92,56,40,2,2,2
1,95,92,53,10,1,1,1
1,45,16,19,30,1,2,1
2,96,91,28,40,2,2,2
2,55,30,22,20,2,1,2
1,61,66,44,30,1,2,1
1,40,77,9,10,1,1,1
1,40,37,83,30,1,2,1
2,63,79,72,20,2,1,2
2,54,16,65,40,2,2,2
1,59,62,74,30,1,2,1
2,69,39,67,20,2,1,2
1,55,66,16,30,1,2,1
1,78,61,68,30,1,2,1
1,41,60,65,30,1,2,1
1,45,100,92,10,1,1,1
2,61,66,96,40,2,2,2
2,81,70,21,20,2,1,2
1,70,74,89,30,1,2,1
2,77,51,11,40,2,2,2
2,84,89,49,20,2,1,2
1,67,82,75,30,1,2,1
2,5,70,33,40,2,2,2
2,86,90,74,40,2,2,2
1,24,84,70,30,1,2,1
2,84,29,64,40,2,2,2
1,26,68,18,30,1,2,1
1,62,65,69,10,1,1,1
1,45,80,11,10,1,1,1
1,71,49,21,10,1,1,1
1,7,86,74,10,1,1,1
2,20,26,79,20,2,1,2
2,45,27,99,40,2,2,2
2,26,69,46,40,2,2,2
1,41,32,53,30,1,2,1
2,65,98,32,40,2,2,2
2,37,13,6,40,2,2,2
1,48,64,54,30,1,2,1
1,83,7,79,30,1,2,1
2,22,47,34,20,2,1,2
2,87,47,26,40,2,2,2
1,80,68,43,30,1,2,1
2,91,42,59,20,2,1,2
1,90,76,11,30,1,2,1
2,89,24,56,40,2,2,2
2,93,14,81,20,2,1,2
2,97,55,20,20,2,1,2
1,96,79,42,30,1,2,1
1,62,8,60,10,1,1,1
1,98,26,24,30,1,2,1
1,10,56,35,10,1,1,1
2,79,38,13,20,2,1,2
2,56,70,65,40,2,2,2
1,21,23,5,30,1,2,1
1,93,34,20,30,1,2,1
1,60,23,16,10,1,1,1
1,77,18,53,30,1,2,1
1,18,15,17,30,1,2,1
2,53,58,62,40,2,2,2
1,16,84,19,10,1,1,1
1,88,70,66,30,1,2,1
2,30,64,54,20,2,1,2
1,59,32,87,30,1,2,1
2,79,80,96,20,2,1,2
1,58,82,25,10,1,1,1
1,81,16,48,30,1,2,1
1,24,88,23,10,1,1,1
2,65,80,18,40,2,2,2
1,69,76,83,10,1,1,1
1,88,28,95,30,1,2,1
2,52,89,50,20,2,1,2
2,50,57,45,20,2,1,2
1,86,41,75,10,1,1,1
2,12,24,30,20,2,1,2
2,51,66,94,40,2,2,2
1,71,77,6,10,1,1,1
2,10,62,63,40,2,2,2
1,26,95,9,10,1,1,1
2,75,81,10,20,2,1,2
2,31,66,26,20,2,1,2
2,78,52,18,40,2,2,2
2,21,8,96,20,2,1,2
1,73,22,100,30,1,2,1
1,18,29,51,30,1,2,1
1,95,44,11,30,1,2,1
1,61,29,21,10,1,1,1
1,56,33,97,10,1,1,1
1,69,80,80,30,1,2,1
2,50,55,26,20,2,1,2
1,5,82,8,30,1,2,1
1,66,41,88,30,1,2,1
1,37,26,36,10,1,1,1
1,31,37,41,30,1,2,1
2,14,92,32,40,2,2,2
2,57,44,44,40,2,2,2
1,8,16,97,30,1,2,1
2,69,98,84,20,2,1,2
2,30,78,15,40,2,2,2
1,34,73,44,10,1,1,1
2,51,36,29,20,2,1,2
1,5,40,12,30,1,2,1
2,48,9,68,40,2,2,2
2,13,46,31,40,2,2,2
2,74,11,25,20,2,1,2
2,16,10,61,20,2,1,2
1,28,50,55,10,1,1,1
2,49,98,81,20,2,1,2
1,53,66,97,30,1,2,1
2,46,96,47,20,2,1,2
2,32,24,7,40,2,2,2
2,76,37,39,20,2,1,2
1,74,91,72,10,1,1,1
1,38,66,81,30,1,2,1
1,81,14,74,30,1,2,1
1,10,16,88,30,1,2,1
2,24,63,69,20,2,1,2
1,21,42,14,10,1,1,1
2,18,77,88,40,2,2,2
1,77,19,39,30,1,2,1
1,43,57,18,10,1,1,1
2,71,65,9,20,2,1,2
1,15,17,99,10,1,1,1
1,55,60,88,10,1,1,1
2,75,17,73,20,2,1,2
1,93,61,87,30,1,2,1
1,24,21,78,10,1,1,1
1,35,64,24,30,1,2,1
2,26,60,86,20,2,1,2
1,86,39,37,30,1,2,1
1,45,60,100,10,1,1,1
2,58,50,36,40,2,2,2
2,31,37,58,40,2,2,2
1,76,30,44,10,1,1,1
2,39,58,90,40,2,2,2
2,53,83,86,40,2,2,2
1,61,44,67,30,1,2,1
2,66,20,12,20,2,1,2
2,24,97,51,40,2,2,2
2,14,11,27,20,2,1,2
2,87,100,95,20,2,1,2
2,89,59,6,20,2,1,2
2,98,82,99,20,2,1,2
1,69,100,73,30,1,2,1
2,72,88,25,40,2,2,2
2,55,51,70,40,2,2,2
2,13,67,75,40,2,2,2
1,25,11,9,10,1,1,1
2,34,82,61,40,2,2,2
1,22,47,98,30,1,2,1
1,53,6,20,30,1,2,1
1,76,68,23,10,1,1,1
2,38,78,5,40,2,2,2
1,69,22,92,10,1,1,1
2,78,20,55,20,2,1,2
1,71,7,55,10,1,1,1
2,37,11,75,20,2,1,2
1,76,24,24,30,1,2,1
2,75,70,64,40,2,2,2
2,28,23,69,40,2,2,2
2,18,69,53,40,2,2,2
2,39,82,21,40,2,2,2
2,84,43,65,40,2,2,2
1,21,21,51,30,1,2,1
2,86,24,89,20,2,1,2
1,97,28,12,30,1,2,1
2,51,39,82,20,2,1,2
2,12,13,54,20,2,1,2
2,58,12,71,20,2,1,2
1,27,39,73,30,1,2,1
1,65,86,42,10,1,1,1
1,88,79,89,10,1,1,1
1,77,19,41,10,1,1,1
1,45,75,24,10,1,1,1
2,67,9,95,40,2,2,2
1,72,67,67,10,1,1,1
1,20,43,84,30,1,2,1
2,88,34,14,20,2,1,2
2,59,16,36,40,2,2,2
1,54,33,23,30,1,2,1
1,67,19,7,30,1,2,1
1,99,65,39,10,1,1,1
1,36,23,43,30,1,2,1
2,78,8,50,20,2,1,2
1,91,71,99,10,1,1,1
2,77,40,18,20,2,1,2
2,8,37,63,40,2,2,2
1,52,66,86,10,1,1,1
1,53,34,65,10,1,1,1
2,35,89,7,20,2,1,2
1,96,73,80,10,1,1,1
2,66,81,68,20,2,1,2
2,49,70,61,20,2,1,2
1,14,27,21,10,1,1,1
1,54,80,69,30,1,2,1
2,40,74,77,20,2,1,2
1,97,38,53,10,1,1,1
1,35,5,66,10,1,1,1
1,37,16,27,10,1,1,1
1,81,32,88,30,1,2,1
1,31,10,24,30,1,2,1
2,100,15,86,20,2,1,2
2,45,40,13,40,2,2,2
1,75,25,93,10,1,1,1
1,63,79,74,10,1,1,1
2,72,64,40,40,2,2,2
1,36,14,36,30,1,2,1
2,95,93,99,40,2,2,2
2,70,36,5,20,2,1,2
2,45,5,49,40,2,2,2
2,65,54,66,20,2,1,2
2,99,31,67,20,2,1,2
2,63,65,48,20,2,1,2
1,7,46,68,10,1,1,1
2,100,85,76,40,2,2,2
1,5,59,7,10,1,1,1
2,97,50,100,40,2,2,2
1,31,99,99,30,1,2,1
2,76,94,83,40,2,2,2
2,53,7,53,20,2,1,2
2,87,59,62,20,2,1,2
2,59,46,58,20,2,1,2
1,37,77,16,30,1,2,1
2,83,63,70,20,2,1,2
2,57,21,50,20,2,1,2
1,90,72,49,30,1,2,1
1,34,47,19,10,1,1,1
1,5,33,42,30,1,2,1
1,46,37,67,10,1,1,1
2,62,55,65,40,2,2,2
1,24,70,75,10,1,1,1
1,59,7,87,10,1,1,1
2,74,93,61,20,2,1,2
1,50,69,80,10,1,1,1
2,87,14,40,40,2,2,2
2,21,47,24,40,2,2,2
1,52,93,70,30,1,2,1
2,30,73,66,20,2,1,2
1,63,79,20,30,1,2,1
2,10,17,85,40,2,2,2
2,88,13,7,40,2,2,2
1,16,46,8,30,1,2,1
2,17,44,74,40,2,2,2
2,66,51,15,20,2,1,2
1,74,68,99,10,1,1,1
1,59,85,40,30,1,2,1
2,78,14,5,40,2,2,2
1,94,7,71,30,1,2,1
1,52,80,79,10,1,1,1
1,17,20,67,10,1,1,1
1,43,61,75,10,1,1,1
1,91,49,53,10,1,1,1
1,80,20,60,30,1,2,1
1,42,84,63,10,1,1,1
1,39,26,19,30,1,2,1
2,92,71,12,20,2,1,2
2,62,37,97,20,2,1,2
1,24,47,95,10,1,1,1
1,28,94,32,10,1,1,1
2,64,44,74,20,2,1,2
1,89,82,33,10,1,1,1
2,69,41,64,40,2,2,2
1,47,41,46,10,1,1,1
2,99,12,92,40,2,2,2
2,77,82,100,40,2,2,2
1,14,23,40,10,1,1,1
2,79,8,47,40,2,2,2
2,66,36,69,20,2,1,2
1,9,17,41,30,1,2,1
2,20,9,95,20,2,1,2
1,31,26,50,30,1,2,1
1,63,66,14,30,1,2,1
1,10,78,6,10,1,1,1
2,36,57,65,40,2,2,2
2,73,36,89,40,2,2,2
2,62,70,96,20,2,1,2
2,15,99,10,40,2,2,2
1,92,16,63,10,1,1,1
1,34,23,57,10,1,1,1
1,28,88,18,10,1,1,1
2,35,61,87,20,2,1,2
2,93,51,52,40,2,2,2
2,91,24,96,20,2,1,2
1,18,63,83,30,1,2,1
1,39,23,98,10,1,1,1
2,67,43,61,20,2,1,2
2,27,62,46,40,2,2,2
1,89,80,79,10,1,1,1
1,88,80,76,30,1,2,1
2,27,74,50,40,2,2,2
1,94,48,23,10,1,1,1
2,53,38,5,40,2,2,2
1,37,71,94,10,1,1,1
2,26,53,56,40,2,2,2
2,29,79,90,40,2,2,2
1,84,17,46,10,1,1,1
2,25,29,25,40,2,2,2
1,79,92,52,10,1,1,1
2,37,39,77,40,2,2,2
2,16,48,43,20,2,1,2
1,27,71,58,30,1,2,1
2,89,92,41,40,2,2,2
1,45,53,62,10,1,1,1
2,62,50,34,40,2,2,2
1,94,35,85,10,1,1,1
2,94,55,12,20,2,1,2
1,77,21,23,30,1,2,1
2,45,35,88,20,2,1,2
