Embalaje,Ancho,Largo,Alto,Procedencia,Manipulacion,Temperatura,Protocolo
2,31,19,37,D,Fragil,Refrigerado,2
1,20,68,41,C,Normal,Refrigerado,1
2,43,48,24,D,Fragil,Refrigerado,2
1,34,50,31,A,Normal,Ambiente,1
2,6,81,91,B,Fragil,Ambiente,2
2,67,61,67,D,Fragil,Refrigerado,2
1,91,76,20,C,Normal,Refrigerado,1
2,96,79,95,D,Fragil,Refrigerado,2
2,24,94,21,D,Fragil,Refrigerado,2
2,85,77,25,B,Fragil,Ambiente,2
1,52,35,18,C,Normal,Refrigerado,1
1,16,36,25,A,Normal,Ambiente,1
1,56,61,27,A,Normal,Ambiente,1
2,71,8,66,B,Fragil,Ambiente,2
1,51,31,54,C,Normal,Refrigerado,1
2,12,65,64,B,Fragil,Ambiente,2
1,51,5,77,A,Normal,Ambiente,1
1,51,9,64,A,Normal,Ambiente,1
1,78,65,50,A,Normal,Ambiente,1
2,84,12,85,B,Fragil,Ambiente,2
1,98,25,71,C,Normal,Refrigerado,1
2,38,82,76,D,Fragil,Refrigerado,2
1,41,43,77,A,Normal,Ambiente,1
1,25,32,25,C,Normal,Refrigerado,1
2,19,77,36,D,Fragil,Refrigerado,2
1,38,91,80,C,Normal,Refrigerado,1
2,32,90,68,B,Fragil,Ambiente,2
1,71,73,27,A,Normal,Ambiente,1
2,42,55,54,D,Fragil,Refrigerado,2
2,39,28,76,D,Fragil,Refrigerado,2
2,19,89,22,B,Fragil,Ambiente,2
1,25,36,92,A,Normal,Ambiente,1
1,12,6,9,A,Normal,Ambiente,1
1,44,83,8,A,Normal,Ambiente,1
2,68,82,26,D,Fragil,Refrigerado,2
1,13,48,70,C,Normal,Refrigerado,1
1,56,63,95,A,Normal,Ambiente,1
1,88,85,11,A,Normal,Ambiente,1
1,17,63,6,C,Normal,Refrigerado,1
2,73,17,51,B,Fragil,Ambiente,2
2,57,94,71,D,Fragil,Refrigerado,2
2,67,40,18,B,Fragil,Ambiente,2
2,87,43,11,D,Fragil,Refrigerado,2
2,16,25,90,B,Fragil,Ambiente,2
2,25,45,19,B,Fragil,Ambiente,2
1,21,51,90,C,Normal,Refrigerado,1
1,81,49,63,C,Normal,Refrigerado,1
1,31,58,99,A,Normal,Ambiente,1
2,11,30,60,B,Fragil,Ambiente,2
2,39,32,47,B,Fragil,Ambiente,2
2,21,60,100,D,Fragil,Refrigerado,2
2,9,89,76,B,Fragil,Ambiente,2
1,77,60,70,A,Normal,Ambiente,1
1,52,27,23,A,Normal,Ambiente,1
2,9,13,16,B,Fragil,Ambiente,2
2,10,29,49,B,Fragil,Ambiente,2
2,45,63,78,D,Fragil,Refrigerado,2
1,25,62,88,C,Normal,Refrigerado,1
2,49,99,42,D,Fragil,Refrigerado,2
1,35,57,75,A,Normal,Ambiente,1
2,35,51,39,B,Fragil,Ambiente,2
1,81,7,87,C,Normal,Refrigerado,1
2,42,23,31,D,Fragil,Refrigerado,2
2,38,48,78,B,Fragil,Ambiente,2
2,55,14,19,B,Fragil,Ambiente,2
2,65,53,88,D,Fragil,Refrigerado,2
2,19,87,24,D,Fragil,Refrigerado,2
2,89,23,74,D,Fragil,Refrigerado,2
2,39,47,14,D,Fragil,Refrigerado,2
2,85,26,34,B,Fragil,Ambiente,2
1,43,52,57,C,Normal,Refrigerado,1
2,42,99,48,B,Fragil,Ambiente,2
2,56,77,65,B,Fragil,Ambiente,2
1,51,53,67,C,Normal,Refrigerado,1
1,76,32,48,A,Normal,Ambiente,1
2,91,72,50,D,Fragil,Refrigerado,2
2,24,72,79,D,Fragil,Refrigerado,2
2,26,93,82,D,Fragil,Refrigerado,2
2,33,65,12,D,Fragil,Refrigerado,2
1,15,29,22,C,Normal,Refrigerado,1
2,68,97,40,B,Fragil,Ambiente,2
2,9,57,9,D,Fragil,Refrigerado,2
2,24,90,16,D,Fragil,Refrigerado,2
2,78,98,39,D,Fragil,Refrigerado,2
2,96,39,19,B,Fragil,Ambiente,2
1,49,18,84,C,Normal,Refrigerado,1
1,54,52,58,C,Normal,Refrigerado,1
1,8,83,47,C,Normal,Refrigerado,1
2,77,65,49,B,Fragil,Ambiente,2
1,94,68,30,A,Normal,Ambiente,1
1,57,21,83,C,Normal,Refrigerado,1
2,41,19,98,B,Fragil,Ambiente,2
1,61,10,97,A,Normal,Ambiente,1
1,81,53,46,A,Normal,Ambiente,1
1,66,93,48,A,Normal,Ambiente,1
2,14,75,22,B,Fragil,Ambiente,2
2,99,47,26,B,Fragil,Ambiente,2
2,42,30,9,B,Fragil,Ambiente,2
2,56,47,47,D,Fragil,Refrigerado,2
1,23,89,94,A,Normal,Ambiente,1
2,80,29,75,B,Fragil,Ambiente,2
2,5,28,89,B,Fragil,Ambiente,2
2,14,50,75,B,Fragil,Ambiente,2
2,70,47,42,B,Fragil,Ambiente,2
1,14,15,30,A,Normal,Ambiente,1
1,54,19,41,A,Normal,Ambiente,1
2,12,25,26,B,Fragil,Ambiente,2
1,45,85,63,C,Normal,Refrigerado,1
1,25,60,94,A,Normal,Ambiente,1
1,61,19,100,C,Normal,Refrigerado,1
1,68,24,21,A,Normal,Ambiente,1
2,26,86,81,D,Fragil,Refrigerado,2
2,39,31,66,B,Fragil,Ambiente,2
1,81,58,45,C,Normal,Refrigerado,1
2,36,11,43,B,Fragil,Ambiente,2
1,98,58,61,A,Normal,Ambiente,1
2,55,18,74,D,Fragil,Refrigerado,2
2,40,33,21,B,Fragil,Ambiente,2
2,98,76,57,B,Fragil,Ambiente,2
1,30,25,99,A,Normal,Ambiente,1
2,8,86,88,B,Fragil,Ambiente,2
1,100,26,78,C,Normal,Refrigerado,1
1,44,61,88,A,Normal,Ambiente,1
1,73,76,29,C,Normal,Refrigerado,1
2,76,68,88,B,Fragil,Ambiente,2
2,60,96,17,B,Fragil,Ambiente,2
2,19,69,30,B,Fragil,Ambiente,2
1,16,82,51,C,Normal,Refrigerado,1
1,48,36,91,A,Normal,Ambiente,1
1,34,54,9,A,Normal,Ambiente,1
2,82,49,85,B,Fragil,Ambiente,2
2,75,19,46,D,Fragil,Refrigerado,2
2,87,57,26,B,Fragil,Ambiente,2
1,75,69,16,C,Normal,Refrigerado,1
2,22,12,14,B,Fragil,Ambiente,2
2,68,82,98,B,Fragil,Ambiente,2
2,34,59,42,B,Fragil,Ambiente,2
2,16,8,20,B,Fragil,Ambiente,2
2,42,93,49,B,Fragil,Ambiente,2
2,40,6,28,D,Fragil,Refrigerado,2
1,24,15,90,C,Normal,Refrigerado,1
2,90,9,31,D,Fragil,Refrigerado,2
1,39,74,7,C,Normal,Refrigerado,1
2,42,15,38,D,Fragil,Refrigerado,2
1,11,85,81,A,Normal,Ambiente,1
1,90,48,44,C,Normal,Refrigerado,1
2,31,42,94,B,Fragil,Ambiente,2
2,20,52,40,D,Fragil,Refrigerado,2
1,20,50,42,A,Normal,Ambiente,1
2,9,70,79,B,Fragil,Ambiente,2
2,62,32,44,B,Fragil,Ambiente,2
1,45,39,10,C,Normal,Refrigerado,1
1,53,63,55,A,Normal,Ambiente,1
1,67,62,32,A,Normal,Ambiente,1
1,9,58,29,C,Normal,Refrigerado,1
2,59,53,19,B,Fragil,Ambiente,2
2,72,80,15,B,Fragil,Ambiente,2
2,12,57,24,D,Fragil,Refrigerado,2
2,63,29,23,B,Fragil,Ambiente,2
2,39,45,15,D,Fragil,Refrigerado,2
2,28,7,42,B,Fragil,Ambiente,2
1,83,7,72,A,Normal,Ambiente,1
1,23,41,70,A,Normal,Ambiente,1
2,77,94,30,B,Fragil,Ambiente,2
1,64,5,36,C,Normal,Refrigerado,1
1,72,56,20,A,Normal,Ambiente,1
2,58,59,38,B,Fragil,Ambiente,2
2,53,40,78,D,Fragil,Refrigerado,2
1,23,48,63,C,Normal,Refrigerado,1
1,67,70,38,C,Normal,Refrigerado,1
1,45,23,6,C,Normal,Refrigerado,1
1,59,68,38,A,Normal,Ambiente,1
2,86,27,53,B,Fragil,Ambiente,2
1,34,69,95,C,Normal,Refrigerado,1
1,81,89,38,C,Normal,Refrigerado,1
2,78,16,42,D,Fragil,Refrigerado,2
2,82,21,83,D,Fragil,Refrigerado,2
2,14,60,100,B,Fragil,Ambiente,2
2,45,39,58,B,Fragil,Ambiente,2
1,26,37,42,C,Normal,Refrigerado,1
1,81,68,76,A,Normal,Ambiente,1
2,72,79,74,D,Fragil,Refrigerado,2
1,10,76,92,A,Normal,Ambiente,1
1,34,46,62,C,Normal,Refrigerado,1
1,95,31,93,C,Normal,Refrigerado,1
1,25,97,24,A,Normal,Ambiente,1
2,29,61,15,B,Fragil,Ambiente,2
2,55,68,35,B,Fragil,Ambiente,2
1,63,27,60,A,Normal,Ambiente,1
1,14,90,5,A,Normal,Ambiente,1
2,63,28,56,B,Fragil,Ambiente,2
2,98,79,76,B,Fragil,Ambiente,2
2,94,20,95,B,Fragil,Ambiente,2
1,22,75,41,A,Normal,Ambiente,1
2,31,25,69,B,Fragil,Ambiente,2
2,25,90,90,D,Fragil,Refrigerado,2
1,66,18,71,A,Normal,Ambiente,1
1,64,38,88,A,Normal,Ambiente,1
2,13,50,74,B,Fragil,Ambiente,2
2,25,71,69,D,Fragil,Refrigerado,2
1,96,96,65,C,Normal,Refrigerado,1
2,31,51,22,D,Fragil,Refrigerado,2
1,75,82,78,A,Normal,Ambiente,1
2,97,41,7,D,Fragil,Refrigerado,2
2,51,8,17,B,Fragil,Ambiente,2
2,82,27,86,B,Fragil,Ambiente,2
2,66,84,98,D,Fragil,Refrigerado,2
2,82,35,100,B,Fragil,Ambiente,2
1,68,20,75,A,Normal,Ambiente,1
1,26,56,84,A,Normal,Ambiente,1
1,69,43,72,A,Normal,Ambiente,1
2,69,54,78,D,Fragil,Refrigerado,2
2,19,83,52,D,Fragil,Refrigerado,2
1,11,92,52,A,Normal,Ambiente,1
2,51,78,17,D,Fragil,Refrigerado,2
2,97,24,96,D,Fragil,Refrigerado,2
1,72,49,12,A,Normal,Ambiente,1
1,51,17,10,A,Normal,Ambiente,1
2,77,7,84,B,Fragil,Ambiente,2
2,81,34,55,B,Fragil,Ambiente,2
2,5,43,56,D,Fragil,Refrigerado,2
1,88,37,68,C,Normal,Refrigerado,1
1,79,31,93,A,Normal,Ambiente,1
2,32,63,34,D,Fragil,Refrigerado,2
2,91,18,100,B,Fragil,Ambiente,2
1,74,42,94,C,Normal,Refrigerado,1
1,28,92,71,A,Normal,Ambiente,1
1,57,53,38,A,Normal,Ambiente,1
1,86,40,75,C,Normal,Refrigerado,1
1,25,44,31,C,Normal,Refrigerado,1
2,13,38,97,D,Fragil,Refrigerado,2
2,14,37,21,B,Fragil,Ambiente,2
1,7,90,60,C,Normal,Refrigerado,1
2,33,38,70,D,Fragil,Refrigerado,2
2,11,13,95,D,Fragil,Refrigerado,2
1,16,94,86,C,Normal,Refrigerado,1
1,39,31,91,C,Normal,Refrigerado,1
1,50,33,43,C,Normal,Refrigerado,1
2,41,27,35,D,Fragil,Refrigerado,2
2,38,38,31,D,Fragil,Refrigerado,2
2,43,22,32,D,Fragil,Refrigerado,2
1,99,89,28,A,Normal,Ambiente,1
2,40,60,6,D,Fragil,Refrigerado,2
1,45,91,9,C,Normal,Refrigerado,1
2,33,35,87,D,Fragil,Refrigerado,2
1,28,27,81,A,Normal,Ambiente,1
1,43,78,49,C,Normal,Refrigerado,1
2,93,30,34,B,Fragil,Ambiente,2
2,67,31,47,D,Fragil,Refrigerado,2
1,7,5,58,A,Normal,Ambiente,1
2,62,67,60,D,Fragil,Refrigerado,2
2,84,54,44,D,Fragil,Refrigerado,2
2,9,33,7,D,Fragil,Refrigerado,2
1,90,24,99,A,Normal,Ambiente,1
2,32,43,12,B,Fragil,Ambiente,2
2,13,72,90,B,Fragil,Ambiente,2
1,97,14,79,A,Normal,Ambiente,1
2,56,29,50,B,Fragil,Ambiente,2
1,77,18,28,C,Normal,Refrigerado,1
2,81,31,80,D,Fragil,Refrigerado,2
1,62,69,77,C,Normal,Refrigerado,1
1,6,80,78,A,Normal,Ambiente,1
2,37,5,76,D,Fragil,Refrigerado,2
1,27,64,49,A,Normal,Ambiente,1
2,24,51,34,D,Fragil,Refrigerado,2
1,64,14,87,A,Normal,Ambiente,1
2,46,10,57,B,Fragil,Ambiente,2
1,78,57,81,A,Normal,Ambiente,1
2,49,81,48,B,Fragil,Ambiente,2
1,95,63,76,A,Normal,Ambiente,1
1,100,31,66,A,Normal,Ambiente,1
2,92,54,90,D,Fragil,Refrigerado,2
2,54,65,16,B,Fragil,Ambiente,2
2,7,16,92,B,Fragil,Ambiente,2
2,63,68,31,D,Fragil,Refrigerado,2
1,35,79,36,A,Normal,Ambiente,1
2,69,68,76,B,Fragil,Ambiente,2
1,78,97,35,C,Normal,Refrigerado,1
1,35,62,63,C,Normal,Refrigerado,1
1,50,91,61,C,Normal,Refrigerado,1
2,43,94,82,D,Fragil,Refrigerado,2
2,60,7,51,D,Fragil,Refrigerado,2
2,49,35,18,D,Fragil,Refrigerado,2
1,14,70,58,C,Normal,Refrigerado,1
1,74,57,22,A,Normal,Ambiente,1
2,89,16,20,B,Fragil,Ambiente,2
2,32,87,19,D,Fragil,Refrigerado,2
1,33,79,86,A,Normal,Ambiente,1
2,20,64,5,D,Fragil,Refrigerado,2
2,53,11,53,B,Fragil,Ambiente,2
2,48,91,81,D,Fragil,Refrigerado,2
2,93,43,97,B,Fragil,Ambiente,2
1,33,78,15,A,Normal,Ambiente,1
1,66,54,22,C,Normal,Refrigerado,1
1,45,57,18,A,Normal,Ambiente,1
1,52,26,92,A,Normal,Ambiente,1
1,67,21,73,A,Normal,Ambiente,1
2,98,39,12,B,Fragil,Ambiente,2
1,23,17,43,C,Normal,Refrigerado,1
2,39,66,87,D,Fragil,Refrigerado,2
2,23,72,78,B,Fragil,Ambiente,2
1,7,17,11,A,Normal,Ambiente,1
2,76,25,65,B,Fragil,Ambiente,2
1,52,92,45,C,Normal,Refrigerado,1
2,87,56,24,D,Fragil,Refrigerado,2
1,24,60,28,A,Normal,Ambiente,1
1,39,8,64,A,Normal,Ambiente,1
1,10,46,93,A,Normal,Ambiente,1
2,12,39,92,D,Fragil,Refrigerado,2
1,32,18,49,A,Normal,Ambiente,1
1,91,17,80,A,Normal,Ambiente,1
2,70,45,8,B,Fragil,Ambiente,2
1,88,69,12,A,Normal,Ambiente,1
2,61,24,78,D,Fragil,Refrigerado,2
2,46,48,44,B,Fragil,Ambiente,2
1,48,23,23,C,Normal,Refrigerado,1
1,39,10,61,C,Normal,Refrigerado,1
1,55,58,64,C,Normal,Refrigerado,1
1,60,75,26,C,Normal,Refrigerado,1
2,54,79,99,D,Fragil,Refrigerado,2
2,100,64,60,D,Fragil,Refrigerado,2
2,90,94,40,D,Fragil,Refrigerado,2
1,44,20,84,C,Normal,Refrigerado,1
1,26,9,94,C,Normal,Refrigerado,1
1,29,74,23,C,Normal,Refrigerado,1
1,5,18,57,C,Normal,Refrigerado,1
1,62,8,49,A,Normal,Ambiente,1
2,11,97,83,B,Fragil,Ambiente,2
2,75,57,7,B,Fragil,Ambiente,2
1,100,30,92,A,Normal,Ambiente,1
1,38,71,18,C,Normal,Refrigerado,1
2,50,64,17,B,Fragil,Ambiente,2
2,11,17,95,D,Fragil,Refrigerado,2
1,57,63,36,C,Normal,Refrigerado,1
1,38,67,71,A,Normal,Ambiente,1
1,73,16,69,A,Normal,Ambiente,1
2,25,73,38,B,Fragil,Ambiente,2
1,74,97,92,A,Normal,Ambiente,1
1,66,89,65,C,Normal,Refrigerado,1
1,66,86,61,A,Normal,Ambiente,1
2,50,62,89,D,Fragil,Refrigerado,2
2,77,45,42,B,Fragil,Ambiente,2
2,84,89,86,D,Fragil,Refrigerado,2
2,51,20,96,D,Fragil,Refrigerado,2
1,75,36,54,C,Normal,Refrigerado,1
2,36,33,74,D,Fragil,Refrigerado,2
2,75,92,8,D,Fragil,Refrigerado,2
1,81,71,9,A,Normal,Ambiente,1
1,100,55,37,A,Normal,Ambiente,1
2,58,24,72,B,Fragil,Ambiente,2
2,49,87,86,B,Fragil,Ambiente,2
2,42,11,34,B,Fragil,Ambiente,2
2,67,82,52,B,Fragil,Ambiente,2
2,7,74,29,D,Fragil,Refrigerado,2
1,48,55,22,C,Normal,Refrigerado,1
2,98,81,79,B,Fragil,Ambiente,2
2,54,52,63,D,Fragil,Refrigerado,2
1,11,26,95,A,Normal,Ambiente,1
1,11,57,47,C,Normal,Refrigerado,1
2,7,88,41,B,Fragil,Ambiente,2
1,56,68,49,C,Normal,Refrigerado,1
2,77,26,15,D,Fragil,Refrigerado,2
2,18,89,89,D,Fragil,Refrigerado,2
1,98,85,36,A,Normal,Ambiente,1
1,94,69,83,C,Normal,Refrigerado,1
1,29,89,17,A,Normal,Ambiente,1
2,44,43,81,B,Fragil,Ambiente,2
2,13,42,13,D,Fragil,Refrigerado,2
1,66,79,66,A,Normal,Ambiente,1
2,44,98,43,B,Fragil,Ambiente,2
1,82,16,55,C,Normal,Refrigerado,1
1,27,44,35,C,Normal,Refrigerado,1
2,79,47,79,B,Fragil,Ambiente,2
2,69,60,69,D,Fragil,Refrigerado,2
2,59,89,82,B,Fragil,Ambiente,2
2,28,94,80,D,Fragil,Refrigerado,2
2,28,90,84,B,Fragil,Ambiente,2
1,93,41,74,A,Normal,Ambiente,1
2,82,36,84,B,Fragil,Ambiente,2
2,17,65,46,D,Fragil,Refrigerado,2
1,54,99,61,C,Normal,Refrigerado,1
1,43,63,30,A,Normal,Ambiente,1
1,55,9,65,C,Normal,Refrigerado,1
2,81,20,10,B,Fragil,Ambiente,2
1,75,90,14,C,Normal,Refrigerado,1
1,60,48,45,C,Normal,Refrigerado,1
2,37,78,48,B,Fragil,Ambiente,2
2,87,47,60,B,Fragil,Ambiente,2
1,41,55,66,A,Normal,Ambiente,1
2,88,69,68,B,Fragil,Ambiente,2
1,88,98,7,A,Normal,Ambiente,1
2,46,97,98,D,Fragil,Refrigerado,2
2,59,27,63,B,Fragil,Ambiente,2
1,66,23,46,A,Normal,Ambiente,1
2,25,51,28,B,Fragil,Ambiente,2
2,87,85,49,B,Fragil,Ambiente,2
2,43,46,100,D,Fragil,Refrigerado,2
1,74,60,39,A,Normal,Ambiente,1
1,33,52,23,C,Normal,Refrigerado,1
1,37,64,66,C,Normal,Refrigerado,1
1,51,38,58,C,Normal,Refrigerado,1
2,57,55,45,B,Fragil,Ambiente,2
1,26,53,24,A,Normal,Ambiente,1
1,75,35,72,C,Normal,Refrigerado,1
2,19,22,98,B,Fragil,Ambiente,2
2,16,75,8,D,Fragil,Refrigerado,2
1,9,48,79,C,Normal,Refrigerado,1
2,74,59,8,D,Fragil,Refrigerado,2
1,67,81,94,C,Normal,Refrigerado,1
2,62,58,47,D,Fragil,Refrigerado,2
1,22,90,14,C,Normal,Refrigerado,1
2,82,88,6,B,Fragil,Ambiente,2
2,46,5,62,B,Fragil,Ambiente,2
2,51,65,62,D,Fragil,Refrigerado,2
1,50,47,32,A,Normal,Ambiente,1
2,90,52,82,B,Fragil,Ambiente,2
2,57,32,45,D,Fragil,Refrigerado,2
1,43,44,64,A,Normal,Ambiente,1
2,79,18,16,D,Fragil,Refrigerado,2
1,79,47,58,C,Normal,Refrigerado,1
1,62,22,27,C,Normal,Refrigerado,1
2,83,77,100,D,Fragil,Refrigerado,2
2,34,64,84,D,Fragil,Refrigerado,2
1,84,66,79,C,Normal,Refrigerado,1
1,52,51,23,C,Normal,Refrigerado,1
1,67,78,19,C,Normal,Refrigerado,1
2,91,27,17,D,Fragil,Refrigerado,2
2,57,100,92,D,Fragil,Refrigerado,2
1,42,51,66,A,Normal,Ambiente,1
2,92,41,88,D,Fragil,Refrigerado,2
1,79,45,23,A,Normal,Ambiente,1
1,80,25,64,C,Normal,Refrigerado,1
2,7,69,66,B,Fragil,Ambiente,2
1,45,31,11,A,Normal,Ambiente,1
1,54,51,6,C,Normal,Refrigerado,1
2,34,81,52,B,Fragil,Ambiente,2
1,66,18,82,A,Normal,Ambiente,1
1,64,86,29,A,Normal,Ambiente,1
2,38,29,70,D,Fragil,Refrigerado,2
1,40,13,93,C,Normal,Refrigerado,1
2,14,34,11,B,Fragil,Ambiente,2
1,76,58,22,C,Normal,Refrigerado,1
1,74,17,22,A,Normal,Ambiente,1
1,22,44,46,A,Normal,Ambiente,1
2,12,16,19,B,Fragil,Ambiente,2
2,63,62,34,D,Fragil,Refrigerado,2
1,96,78,64,A,Normal,Ambiente,1
1,51,64,39,A,Normal,Ambiente,1
1,18,16,28,C,Normal,Refrigerado,1
2,62,68,89,B,Fragil,Ambiente,2
1,35,66,46,C,Normal,Refrigerado,1
2,13,34,68,D,Fragil,Refrigerado,2
2,94,75,26,B,Fragil,Ambiente,2
2,99,84,98,D,Fragil,Refrigerado,2
2,31,68,88,B,Fragil,Ambiente,2
2,88,97,40,B,Fragil,Ambiente,2
1,90,82,8,A,Normal,Ambiente,1
1,89,75,82,A,Normal,Ambiente,1
2,51,47,37,D,Fragil,Refrigerado,2
2,65,43,77,D,Fragil,Refrigerado,2
2,39,86,38,B,Fragil,Ambiente,2
2,94,62,28,D,Fragil,Refrigerado,2
2,57,11,68,B,Fragil,Ambiente,2
2,16,8,44,D,Fragil,Refrigerado,2
1,35,62,5,C,Normal,Refrigerado,1
1,60,48,92,C,Normal,Refrigerado,1
2,74,35,18,D,Fragil,Refrigerado,2
1,80,27,29,C,Normal,Refrigerado,1
2,56,15,57,D,Fragil,Refrigerado,2
2,18,37,51,D,Fragil,Refrigerado,2
2,50,99,71,B,Fragil,Ambiente,2
1,66,8,26,A,Normal,Ambiente,1
1,39,28,60,C,Normal,Refrigerado,1
2,51,74,31,B,Fragil,Ambiente,2
1,10,69,78,C,Normal,Refrigerado,1
1,87,65,14,A,Normal,Ambiente,1
1,79,11,13,C,Normal,Refrigerado,1
2,62,50,22,B,Fragil,Ambiente,2
1,31,100,65,A,Normal,Ambiente,1
2,29,84,66,D,Fragil,Refrigerado,2
1,97,34,59,C,Normal,Refrigerado,1
1,40,63,33,C,Normal,Refrigerado,1
1,75,100,62,A,Normal,Ambiente,1
2,77,79,85,B,Fragil,Ambiente,2
1,65,10,68,C,Normal,Refrigerado,1
1,77,84,61,C,Normal,Refrigerado,1
2,59,90,6,B,Fragil,Ambiente,2
2,48,16,88,D,Fragil,Refrigerado,2
2,76,68,70,D,Fragil,Refrigerado,2
1,82,88,15,C,Normal,Refrigerado,1
1,46,34,73,C,Normal,Refrigerado,1
2,90,53,29,D,Fragil,Refrigerado,2
2,79,16,92,B,Fragil,Ambiente,2
2,74,52,5,B,Fragil,Ambiente,2
2,26,97,90,B,Fragil,Ambiente,2
2,71,55,90,B,Fragil,Ambiente,2
2,77,65,23,D,Fragil,Refrigerado,2
2,9,39,98,B,Fragil,Ambiente,2
1,10,54,59,A,Normal,Ambiente,1
1,29,57,61,A,Normal,Ambiente,1
2,56,60,30,D,Fragil,Refrigerado,2
1,20,91,93,A,Normal,Ambiente,1
2,63,25,66,B,Fragil,Ambiente,2
2,23,19,27,D,Fragil,Refrigerado,2
1,32,65,66,C,Normal,Refrigerado,1
2,63,54,38,B,Fragil,Ambiente,2
2,16,44,48,B,Fragil,Ambiente,2
1,97,68,75,C,Normal,Refrigerado,1
1,19,76,95,A,Normal,Ambiente,1
2,52,12,8,B,Fragil,Ambiente,2
1,86,25,67,A,Normal,Ambiente,1
1,75,81,82,C,Normal,Refrigerado,1
1,61,35,23,A,Normal,Ambiente,1
1,100,14,82,A,Normal,Ambiente,1
1,84,36,73,C,Normal,Refrigerado,1
1,38,64,83,A,Normal,Ambiente,1
1,5,56,64,A,Normal,Ambiente,1
2,47,89,29,D,Fragil,Refrigerado,2
1,53,39,19,A,Normal,Ambiente,1
1,26,15,39,C,Normal,Refrigerado,1
1,28,64,12,A,Normal,Ambiente,1
1,20,32,31,C,Normal,Refrigerado,1
2,83,66,45,B,Fragil,Ambiente,2
1,72,5,36,C,Normal,Refrigerado,1
1,28,76,54,C,Normal,Refrigerado,1
2,91,66,17,D,Fragil,Refrigerado,2
2,57,67,100,D,Fragil,Refrigerado,2
2,90,34,40,D,Fragil,Refrigerado,2
1,86,33,8,A,Normal,Ambiente,1
2,43,74,79,D,Fragil,Refrigerado,2
2,63,79,94,D,Fragil,Refrigerado,2
1,62,33,67,C,Normal,Refrigerado,1
1,93,11,80,A,Normal,Ambiente,1
1,51,63,48,C,Normal,Refrigerado,1
2,71,22,93,B,Fragil,Ambiente,2
1,40,39,69,A,Normal,Ambiente,1
2,81,69,16,D,Fragil,Refrigerado,2
1,58,29,65,C,Normal,Refrigerado,1
1,84,12,71,C,Normal,Refrigerado,1
2,47,5,60,B,Fragil,Ambiente,2
1,48,81,92,A,Normal,Ambiente,1
2,57,18,47,D,Fragil,Refrigerado,2
1,79,16,17,A,Normal,Ambiente,1
1,83,35,43,C,Normal,Refrigerado,1
2,48,33,99,D,Fragil,Refrigerado,2
1,82,44,84,C,Normal,Refrigerado,1
2,18,41,79,D,Fragil,Refrigerado,2
2,5,67,35,B,Fragil,Ambiente,2
2,70,45,82,D,Fragil,Refrigerado,2
1,60,17,12,C,Normal,Refrigerado,1
1,84,87,68,A,Normal,Ambiente,1
1,93,97,31,A,Normal,Ambiente,1
1,41,30,52,C,Normal,Refrigerado,1
2,29,73,62,B,Fragil,Ambiente,2
1,34,29,100,C,Normal,Refrigerado,1
2,95,55,86,D,Fragil,Refrigerado,2
1,22,72,71,C,Normal,Refrigerado,1
1,82,23,99,C,Normal,Refrigerado,1
2,65,94,58,B,Fragil,Ambiente,2
2,11,99,14,D,Fragil,Refrigerado,2
1,51,87,25,C,Normal,Refrigerado,1
1,29,21,91,C,Normal,Refrigerado,1
1,56,94,96,A,Normal,Ambiente,1
2,16,47,90,D,Fragil,Refrigerado,2
2,28,71,40,B,Fragil,Ambiente,2
1,78,82,95,A,Normal,Ambiente,1
1,41,17,62,A,Normal,Ambiente,1
2,19,39,55,D,Fragil,Refrigerado,2
1,15,61,60,A,Normal,Ambiente,1
1,93,61,56,C,Normal,Refrigerado,1
1,71,48,40,A,Normal,Ambiente,1
2,20,21,32,B,Fragil,Ambiente,2
2,70,38,88,B,Fragil,Ambiente,2
2,17,39,73,B,Fragil,Ambiente,2
1,27,78,59,C,Normal,Refrigerado,1
2,54,43,7,D,Fragil,Refrigerado,2
2,30,72,89,D,Fragil,Refrigerado,2
1,83,34,100,C,Normal,Refrigerado,1
2,12,74,50,D,Fragil,Refrigerado,2
1,9,91,29,A,Normal,Ambiente,1
1,17,9,43,A,Normal,Ambiente,1
2,87,29,32,D,Fragil,Refrigerado,2
1,6,85,30,A,Normal,Ambiente,1
1,29,29,23,A,Normal,Ambiente,1
2,40,38,71,B,Fragil,Ambiente,2
1,83,64,93,A,Normal,Ambiente,1
1,77,27,28,C,Normal,Refrigerado,1
1,44,6,65,C,Normal,Refrigerado,1
1,13,39,95,A,Normal,Ambiente,1
2,62,10,42,B,Fragil,Ambiente,2
1,54,11,34,C,Normal,Refrigerado,1
2,5,78,28,D,Fragil,Refrigerado,2
2,32,89,61,B,Fragil,Ambiente,2
1,23,85,96,A,Normal,Ambiente,1
1,18,21,58,C,Normal,Refrigerado,1
1,31,90,63,C,Normal,Refrigerado,1
1,79,74,27,A,Normal,Ambiente,1
1,71,12,98,A,Normal,Ambiente,1
1,45,27,88,C,Normal,Refrigerado,1
2,81,39,47,D,Fragil,Refrigerado,2
1,46,50,45,A,Normal,Ambiente,1
1,60,89,83,C,Normal,Refrigerado,1
2,65,85,9,D,Fragil,Refrigerado,2
1,64,27,60,A,Normal,Ambiente,1
2,67,13,28,D,Fragil,Refrigerado,2
2,79,66,32,B,Fragil,Ambiente,2
